rgn_id,year,value
1,2013,0.18352097226306796
2,2013,0.19446274591609836
3,2013,0.06537045775912702
4,2013,0.07682102438993753
5,2013,0.06962456782348454
6,2013,0.03514624359086156
7,2013,0.1478738040663302
8,2013,0.11112283733673395
